,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
1,4,255,766,206.60987426865313,49.277942997691255,0,511,511,1022,0.0021156066,4492
2,4,255,1277,206.63088728334247,49.270990132268686,0,1022,511,1533,0.0020523823,4492
3,4,255,1788,206.65189437887148,49.26403345587982,0,1533,511,2044,0.0020585658,4492
4,4,255,2299,206.67289555209533,49.25707297153351,0,2044,511,2555,0.0020998411,4492
5,4,255,2810,206.69389079987744,49.25010868224057,0,2555,511,3066,0.002106574,4492
6,4,255,3321,206.71488011908937,49.24314059101375,0,3066,511,3577,0.0020199665,4492
7,4,255,3832,206.73586350661068,49.23616870086768,0,3577,511,4088,0.0020718987,4492
8,4,766,255,206.59999998420008,49.29867568194822,511,0,1022,511,0.0021031846,4492
9,4,766,766,206.62102322723584,49.29172461001418,511,511,1022,1022,0.0020776116,4492
10,4,766,1277,206.64204054839433,49.28476972283583,511,1022,1022,1533,0.0021174557,4492
11,4,766,1788,206.66305194452357,49.27781102342224,511,1533,1022,2044,0.0020815723,4492
12,4,766,2299,206.68405741247983,49.270848514784504,511,2044,1022,2555,0.002120568,4492
13,4,766,2810,206.70505694912745,49.26388219993558,511,2555,1022,3066,0.0020873023,4492
14,4,766,3321,206.726050551339,49.256912081890356,511,3066,1022,3577,0.0020834513,4492
15,4,766,3832,206.7470382159951,49.24993816366565,511,3577,1022,4088,0.0020981217,4492
16,4,1277,255,206.61115086992294,49.31245824767021,1022,0,1533,511,0.0020785145,4492
17,4,1277,766,206.63217842524,49.30550515434888,1022,511,1533,1022,0.0021687397,594
18,4,1277,1277,206.65320005280415,49.29854824451297,1022,1022,1533,1533,0.0020776154,4492
19,4,1277,1788,206.67421574946454,49.29158752117373,1022,1533,1533,2044,0.0020897624,4492
20,4,1277,2299,206.6952255120783,49.28462298734439,1022,2044,1533,2555,0.0020860594,4492
21,4,1277,2810,206.7162293375109,49.27765464604009,1022,2555,1533,3066,0.0020757555,4492
22,4,1277,3321,206.73722722263577,49.27068250027791,1022,3066,1533,3577,0.0021067811,4492
23,4,1277,3832,206.75821916433466,49.26370655307683,1022,3577,1533,4088,0.0020538652,4492
24,4,1788,255,206.6223079995209,49.32623974314444,1533,0,2044,511,0.0020942497,4492
25,4,1788,766,206.6433398670584,49.31928462753297,1533,511,2044,1022,0.0020785038,4492
26,4,1788,1277,206.66436580096172,49.312325694137456,1533,1022,2044,1533,0.0021585687,4492
27,4,1788,1788,206.68538579808094,49.305362945971304,1533,1533,2044,2044,0.0020959568,4492
28,4,1788,2299,206.70639985527427,49.29839638604992,1533,2044,2044,2555,0.0020582355,4492
29,4,1788,2810,206.72740796940806,49.29142601739062,1533,2555,2044,3066,0.002082713,4492
30,4,1788,3321,206.74841013735687,49.28445184301267,1533,3066,2044,3577,0.0020636446,4492
31,4,1788,3832,206.76940635600343,49.277473865937175,1533,3577,2044,4088,0.0020580273,4492
32,4,2299,255,206.63347137739282,49.34002016520797,2044,0,2555,511,0.0021625815,4492
33,4,2299,766,206.6545075570869,49.333063026403245,2044,511,2555,1022,0.0020781374,4492
34,4,2299,1277,206.67553779725972,49.3261020685458,2044,1022,2555,1533,0.0020797318,4492
35,4,2299,1788,206.6965620947624,49.319137294651256,2044,1533,2555,2044,0.0020745283,4492
36,4,2299,2299,206.71758044645418,49.3121687077371,2044,2044,2555,2555,0.0020615389,4492
37,4,2299,2810,206.73859284920235,49.30519631082289,2044,2555,2555,3066,0.0020722898,4492
38,4,2299,3321,206.75959929988255,49.29822010693005,2044,3066,2555,3577,0.002141041,594
39,4,2299,3832,206.7805997953785,49.29124009908189,2044,3577,2555,4088,0.0020219467,4492
40,4,2810,255,206.64464100794078,49.35379951069706,2555,0,3066,511,0.001983685,4492
41,4,2810,766,206.66568149972431,49.34684034779572,2555,511,3066,1022,0.0020533253,4492
42,4,2810,1277,206.6867160460939,49.33987736457374,2555,1022,3066,1533,0.0020751897,4492
43,4,2810,1788,206.70774464390155,49.33291056404895,2555,1533,3066,2044,0.0020663578,4492
44,4,2810,2299,206.72876729000745,49.3259399492411,2555,2044,3066,2555,0.0020779644,4492
45,4,2810,2810,206.74978398128007,49.31896552317186,2555,2555,3066,3066,0.00205567,4492
